RISK_ID,SEARCH_TERM_ID,GOOGLE_INDEX,TITLE,LINK,PUBLISHED_DATE,SUMMARY,KEYWORDS,SENTIMENT_COMPOUND,SENTIMENT,SOURCE,SOURCE_URL,PAYWALLED,CREDIBILITY_TYPE,QUALITY_SCORE,SCORE_RELEVANCE,SCORE_RECENCY,SCORE_LENGTH_150,SCORE_LENGTH_500,SCORE_WHITELIST_BONUS,SCORE_CLICKBAIT_PENALTY
1,5,66,What Economists Are Expecting in Friday’s Delayed Inflation Report - Newsweek,https://www.newsweek.com/economists-expecting-delayed-inflation-report-10913799,2025-10-22 07:43:00,"The latest inflation report from the Department of Labor was scheduled for release last week but was postponed due to the ongoing government shutdown.

September’s print is now due out on Friday morning after the administration temporarily recalled furloughed workers to compile the data, and will include critical information on both annual and monthly consumer price changes.

Why It Matters

Delays to such key economic readings have sparked concern that the resulting data vacuum could impede pol","inflation reports, inflation report, inflation readings, readings cpi, fed inflation",-0.6652,Negative,newsweek,https://www.newsweek.com/economists-expecting-delayed-inflation-report-10913799,False,Relevant Article,2,1,1,0,0,0,0
1,5,1,"Trump says inflation is 'defeated' and the Fed has cut rates, yet prices remain too high for many - ABC News - Breaking News, Latest News and Videos",https://abcnews.go.com/US/wireStory/trump-inflation-defeated-fed-cut-rates-prices-remain-126444625,2025-10-22 07:41:00,"Inflation has risen in three of the last four months and is slightly higher than it was a year ago

WASHINGTON -- WASHINGTON (AP) — Inflation has risen in three of the last four months and is slightly higher than it was a year ago, when it helped sink then-Vice President Kamala Harris' presidential campaign. Yet you wouldn't know it from listening to President Donald Trump or even some of the inflation fighters at the Federal Reserve.

Trump told the United Nations General Assembly late last mon","fed inflation, inflation fed, concerned inflation, trump inflation, inflation high",-0.3818,Negative,abcnews,https://abcnews.go.com/US/wireStory/trump-inflation-defeated-fed-cut-rates-prices-remain-126444625,False,Relevant Article,2,1,1,0,0,0,0
1,3,14,Why a crash may be coming — and what you should do - The Times,https://www.thetimes.com/business-money/money/article/financial-crash-preparation-advice-xkx2507hx,2025-10-22 07:29:00,"Depending on who you believe, we are either on the brink of a devastating financial crash or it’s business as usual. Either way, there’s no denying that investors are getting nervous that the US stock market is in a bubble driven by the artificial intelligence (AI) boom.

If that bubble bursts, the value of investments could plummet overnight, upending millions of carefully laid financial plans. So is your money at risk, and what can you do?

The S&P 500, the main US stock market, has soared 17 ","invest apple, tech investors, ai stocks, invest ai, apple firms",-0.7063,Negative,thetimes,https://www.thetimes.com/business-money/money/article/financial-crash-preparation-advice-xkx2507hx,False,Relevant Article,1,0,1,0,0,0,0
1,2,18,"Eurozone Debt Crisis: Causes, Consequences, and Solutions (2008–2012) - Investopedia",https://www.investopedia.com/terms/e/european-sovereign-debt-crisis.asp,2025-10-22 07:26:00,"The European sovereign debt crisis was a period beginning in 2008, when several European countries experienced the collapse of financial institutions, high government debt, and rapidly rising bond yield spreads in government securities.

The Eurozone debt crisis was a period when several European countries experienced the collapse of financial institutions, high government debt, and rapidly rising bond yield spreads in government securities. The onset was in 2008, and it peaked between 2010 and ","euro collapse, eurozone debt, collapse euro, european debt, crisis european",-0.9779,Negative,investopedia,https://www.investopedia.com/terms/e/european-sovereign-debt-crisis.asp,False,Relevant Article,1,0,1,0,0,0,0
1,2,1,"US firm collapses ringing 'alarm bells', says Bank of England chief - BBC",https://www.bbc.com/news/articles/cvgv102n4gwo,2025-10-22 07:26:00,"Bank chief says US firm collapses ring 'alarm bells'

Mr Bailey also said the Bank of England was planning to run a ""stress test"" of private equity and credit firms.

He said it was unclear whether these were one-off issues, or a case of ""the canary in the coal mine"".

Andrew Bailey told a House of Lords committee that it was important to take the failure of car parts supplier First Brands and subprime car lender Tricolor ""very seriously"" - and drew parallels with the 2008 financial crisis.

The","bankruptcies brands, collapse companies, said bankruptcies, bankruptcies, lender tricolor",-0.9516,Negative,bbc,https://www.bbc.com/news/articles/cvgv102n4gwo,False,Mainstream,1,0,1,0,0,0,0
1,2,10,Bank of England warns First Brands and Tricolor collapses may signal deeper financial risks - Yahoo,https://uk.finance.yahoo.com/news/bank-england-first-brands-tricolor-collapses-financial-risks-124701345.html,2025-10-22 07:26:00,"The governor of the Bank of England (BoE) has warned that the recent collapse of two US private credit-backed companies could signal broader risks across opaque and highly leveraged corners of the financial system, echoing concerns that preceded the 2008 crisis.

Speaking to the House of Lords Financial Services Regulation Committee, Andrew Bailey said the defaults of car parts supplier First Brands and subprime auto lender Tricolor may either be isolated events or an early warning of deeper vul","private finance, bank lenders, uk borrowing, firms vulnerabilities, bank england",-0.9578,Negative,yahoo,https://uk.finance.yahoo.com/news/bank-england-first-brands-tricolor-collapses-financial-risks-124701345.html,False,Relevant Article,1,0,1,0,0,0,0
1,2,13,Andrew Bailey: collapse of US firms may signal bigger problems - The Times,https://www.thetimes.com/business-money/companies/article/andrew-bailey-collapse-of-us-firms-may-signal-bigger-problems-qdc55q836,2025-10-22 07:26:00,"The Bank of England must take the sudden collapse of two American firms “very seriously” amid worries that signs of fragility in the US private credit market echo the beginnings of the 2008 financial crisis, Andrew Bailey has warned.

The Bank governor told the House of Lords that global financial regulators must monitor the risks to the banking system from its linkages with private credit, after last month’s bankruptcies of First Brands, a car parts dealer, and Tricolor, a car dealership.

“Are","risks banking, bankruptcies, bankruptcies brands, financial regulators, financial crisis",-0.9325,Negative,thetimes,https://www.thetimes.com/business-money/companies/article/andrew-bailey-collapse-of-us-firms-may-signal-bigger-problems-qdc55q836,False,Relevant Article,1,0,1,0,0,0,0
1,2,21,FTSE muted and Wall Street higher amid warning US shutdown could slow economic growth - Yahoo,https://uk.finance.yahoo.com/news/ftse-100-live-stocks-mixed-uk-financial-services-activity-steadies-after-sharp-fall-081825747.html,2025-10-22 07:26:00,"The FTSE 100 (^FTSE) underperformed against its European peers on Thursday, while Wall Street advanced despite warnings that the US government gridlock could slow economic growth.

As the federal government enters day two of a shutdown, Treasury secretary Scott Bessent told CNBC's Squawk Box: ""This isn’t the way to have a discussion, shutting down the government and lowering the GDP. We could see a hit to the GDP, a hit to growth, and a hit to working America.”

The US's gross domestic product (","gdp hit, lowering gdp, hit gdp, gdp grew, eurozone unemployment",0.6108,Positive,yahoo,https://uk.finance.yahoo.com/news/ftse-100-live-stocks-mixed-uk-financial-services-activity-steadies-after-sharp-fall-081825747.html,False,Relevant Article,1,0,1,0,0,0,0
1,2,31,Syria's Banking Sector Restructures Amid Lebanon's Financial Collapse - Devdiscourse,https://www.devdiscourse.com/article/headlines/3669199-syrias-banking-sector-restructures-amid-lebanons-financial-collapse?amp,2025-10-22 07:26:00,"In a decisive move, Syria's central bank has mandated commercial lenders to fully provision for their losses linked to the financial turmoil in Lebanon. This directive, issued on September 22, asks banks to recognize 100% of their exposure to Lebanon's financial system, with a six-month deadline to present credible restructuring plans.

Syrian lenders, heavily impacted by Lebanon's financial collapse, must now navigate a path to recovery. They are exploring new investments and possible foreign a","syrian banking, syrian lenders, lebanon financial, financial turmoil, credible restructuring",-0.8658,Negative,devdiscourse,https://www.devdiscourse.com/article/headlines/3669199-syrias-banking-sector-restructures-amid-lebanons-financial-collapse?amp,False,Relevant Article,1,0,1,0,0,0,0
1,2,28,Cory Doctorow Says the AI Industry Is About to Collapse - Futurism,https://futurism.com/future-society/cory-doctorow-ai-collapse,2025-10-22 07:26:00,"When it comes to tech doomsaying, few are as cynical — or prescient — as sci-fi author and tech journalist Cory Doctorow.

His far-sighted blend of tech criticism and class analysis has found Doctorow time and again at the bleeding edge of commentary on our techno-capitalist society. In many ways, his screeds on topics like tech broligarchs and enshittification broke the mold to allow room for the kind of tech-critical reporting being done by media projects like Tech Policy Press and 404 Media, ","tech journalist, tech criticism, tech critic, tech doomsaying, tech corporations",-0.7964,Negative,futurism,https://futurism.com/future-society/cory-doctorow-ai-collapse,False,Relevant Article,1,0,1,0,0,0,0
1,2,30,"Bangladesh plunges into deep financial crisis - The Sentinel - of this Land, for its People",https://www.sentinelassam.com/more-news/business/bangladesh-plunges-into-deep-financial-crisis,2025-10-22 07:26:00,"New Delhi: Bangladesh has plunged into one of its worst financial crises in recent history, with the country’s banking sector reeling from a huge default on loans, non-bank financial institutions on the verge of collapse and the shares of a large number of companies listed in the stock market trading below their face value, according to a report in the Dhaka Tribune. A vicious cycle of defaulted loans, weak regulation, political influence, corruption, and the dominance of junk companies has left","bank defaulted, defaulted loans, loans defaulted, default loans, bangladesh bank",-0.8689,Negative,sentinelassam,https://www.sentinelassam.com/more-news/business/bangladesh-plunges-into-deep-financial-crisis,False,Relevant Article,1,0,1,0,0,0,0
1,1,18,How Is the Economy Doing Right Now? - NerdWallet,https://www.nerdwallet.com/article/finance/state-of-the-economy,2025-10-22 07:23:00,"Updated on Oct. 17. The federal government shutdown is now in its third week with no signs of a break in the partisan impasse. What NerdWallet's economist is watching this week Here’s what NerdWallet’s senior economist Elizabeth Renter will be watching for in economic news and data during the week of Oct. 20. The countdown has begun to the next Fed meeting, and we’re lacking key insight into the economy’s performance due to the government shutdown. In 2013, a similar standoff happened that delay","government shutdown, latest recession, inflation going, inflation reports, updates recession",-0.5423,Negative,nerdwallet,https://www.nerdwallet.com/article/finance/state-of-the-economy,False,Relevant Article,1,0,1,0,0,0,0
1,4,84,NAIOP: Commercial Real Estate Sentiment Increases - Mile High CRE,https://milehighcre.com/naiop-commercial-real-estate-sentiment-increases/,2025-10-21 19:07:00,"The latest NAIOP CRE Sentiment Index reveals a notable uptick in the outlook for commercial real estate market conditions over the next 12 months. The Index now stands at 56, reflecting a positive shift from the March 2025 score and indicating expectations of improving conditions across the commercial real estate landscape.

Published by the NAIOP Research Foundation, the Index is designed to predict general conditions in the commercial real estate industry over the next 12 months by surveying i","markets construction, concerns tariffs, rates rents, tariffs significantly, market conditions",0.7506,Positive,milehighcre,https://milehighcre.com/naiop-commercial-real-estate-sentiment-increases/,False,Relevant Article,2,1,1,0,0,0,0
1,6,25,"Chicago suburb furloughs police, fire personnel amid financial crisis - Police1",https://www.police1.com/police-recruitment/chicago-suburb-furloughs-police-fire-personnel-amid-financial-crisis,2025-10-21 15:31:00,"HARVEY, Ill. — Facing more than $100 million in debt and ongoing state financial seizures, the city of Harvey is temporarily furloughing nearly 70 municipal workers, including police officers and firefighters, in a sweeping response to a “growing financial emergency,” NBC Chicago reported.

The move follows the Harvey City Council’s unanimous vote to officially declare the city “financially distressed.” According to a statement released Monday, 69 out of 167 city employees are being placed on un","city harvey, harvey mayor, harvey city, harvey survive, city employees",-0.8957,Negative,police1,https://www.police1.com/police-recruitment/chicago-suburb-furloughs-police-fire-personnel-amid-financial-crisis,False,Relevant Article,2,1,1,0,0,0,0
1,5,25,CPI Report Expected to Show Continued Inflation - Morningstar,https://www.morningstar.com/economy/cpi-report-expected-show-continued-inflation,2025-10-21 14:10:00,"The Bureau of Labor Statistics rescheduled the release of the September Consumer Price Index report to Oct. 24 due to the government shutdown. The report was originally scheduled for Oct. 15.

Key Takeaways

Inflation likely stayed steady but elevated in September, as tariffs continued putting pressure on goods prices.

Economists say apparel and furnishings likely saw some of the larger price increases, while declining mortgages eased overall price pressures.

Bond futures markets are near unan","september cpi, predicts cpi, cpi forecast, rising inflation, higher cpi",-0.4497,Negative,morningstar,https://www.morningstar.com/economy/cpi-report-expected-show-continued-inflation,False,Relevant Article,2,1,1,0,0,0,0
1,3,57,Why the Cryptocurrency Bubble Could Burst Again — and How to Stay Ahead - TechBullion,https://techbullion.com/why-the-cryptocurrency-bubble-could-burst-again-and-how-to-stay-ahead/,2025-10-21 09:15:00,"Introduction: What Is a Bubble in Cryptocurrency?

Over the last decade, digital currencies have changed the way we think about money and investments. Bitcoin, Ethereum, and hundreds of other coins have become part of everyday financial discussions. Yet, every few years, the same question appears again — is cryptocurrency a bubble?

A bubble happens when prices rise far beyond the real value of an asset. It is driven by excitement, speculation, and the fear of missing out. When investors rush to","cryptocurrency bubble, financial bubble, bubble cryptocurrency, crypto bubble, financial bubbles",0.4696,Positive,techbullion,https://techbullion.com/why-the-cryptocurrency-bubble-could-burst-again-and-how-to-stay-ahead/,False,Relevant Article,1,0,1,0,0,0,0
1,6,100,"Subprime lending | Credit Risk, Mortgage Loans & Financial Crisis - Britannica",https://www.britannica.com/money/subprime-lending,2025-10-21 07:52:00,"subprime lending , the practice of extending credit to borrowers with low incomes or poor, incomplete, or nonexistent credit histories. Subprime mortgage loans, the most common form of subprime lending, are characterized by higher interest rates and more-stringent requirements to compensate lenders for the higher credit risk involved. By providing credit to individuals who would normally be denied it in the standard (prime) mortgage market, subprime lending allows a larger number of households t","subprime lending, subprime mortgage, allowed lenders, lenders reduce, lenders ability",-0.0258,Neutral,britannica,https://www.britannica.com/money/subprime-lending,False,Relevant Article,2,1,1,0,0,0,0
1,5,88,'Nobody's spending $17 on an egg sandwich': Restaurant owners say inflation forcing tough menu choices - Fox News,https://www.foxnews.com/food-drink/nobodys-spending-17-egg-sandwich-restaurant-owners-say-inflation-forcing-tough-menu-choices,2025-10-21 07:45:00,"NEW You can now listen to Fox News articles!

Diners already concerned about the cost of eating out may be disappointed to learn that many restaurants are considering raising prices to keep up with inflated food and drink costs.

Restaurant management software company Toast recently released its 2025 Voice of the Restaurant Industry Survey, revealing that improving profitability was the top concern for operators headed into next year.

Operators ranked inflation (20%), marketing (16%) and hiring","costs restaurant, restaurant industry, restaurants considering, restaurant decision, costs food",0.3382,Positive,foxnews,https://www.foxnews.com/food-drink/nobodys-spending-17-egg-sandwich-restaurant-owners-say-inflation-forcing-tough-menu-choices,False,Relevant Article,2,1,1,0,0,0,0
1,5,72,What will US inflation data show when it is finally released? - Financial Times,https://www.ft.com/content/a8c60b82-0f50-45d2-9edb-36a6e7bf90eb,2025-10-21 07:45:00,"JavaScript is disabled in your browser. Please enable JavaScript to proceed.

A required part of this site couldn’t load. This may be due to a browser extension, network issues, or browser settings. Please check your connection, disable any ad blockers, or try using a different browser.","javascript disabled, couldn load, enable javascript, load browser, issues browser",0.5574,Positive,ft,https://www.ft.com/content/a8c60b82-0f50-45d2-9edb-36a6e7bf90eb,True,Mainstream,2,1,1,0,0,0,0
1,4,119,The New Rules of Parking: 5 Trends Commercial Property Owners Need to Know - buildings.com,https://www.buildings.com/building-systems-om/article/55319461/the-new-rules-of-parking-5-trends-commercial-property-owners-need-to-know,2025-10-21 07:40:00,"Between soft leasing demand and tightening margins, commercial property owners need to get creative if they want to improve ROI and ensure the long-term value of their assets. And in 2025, many are finding the strategic growth lever they need by reevaluating their parking strategy.

Once considered utilitarian space for work, errands, or a night out on the town, parking is now being reimagined as a valuable amenity that provides property owners with an increase in cash flow when leveraged correc","investing parking, parking strategy, parking properties, parking evolving, hybrid parking",0.9538,Positive,buildings,https://www.buildings.com/building-systems-om/article/55319461/the-new-rules-of-parking-5-trends-commercial-property-owners-need-to-know,False,Relevant Article,1,0,1,0,0,0,0
1,4,46,Los Angeles Times’ Commercial Real Estate Magazine Recognizes Jane Hinton as a 2025 Visionary - Hunton Andrews Kurth LLP,https://www.hunton.com/news/los-angeles-times-commercial-real-estate-magazine-recognizes-jane-hinton-as-a-2025-visionary,2025-10-21 07:38:00,"Hunton Andrews Kurth LLP Partner Jane Hinton has been named a 2025 CRE Visionary by Los Angeles Times’ Commercial Real Estate Magazine for the fourth consecutive year. The award features “noteworthy senior-level executives” within the commercial real estate sector who are impacting change through “their successes and accomplishments in the last year on projects and deals closed… and their exemplary leadership within their organizations and communities.”

As a partner in the firm’s Los Angeles of","estate finance, lawyers hinton, real estate, estate, investors financial",0.9313,Positive,hunton,https://www.hunton.com/news/los-angeles-times-commercial-real-estate-magazine-recognizes-jane-hinton-as-a-2025-visionary,False,Relevant Article,2,1,1,0,0,0,0
1,4,24,Info Session + Apprenticeship Pathway: BOMA Commercial Real Estate - colleges.ccc.edu,https://colleges.ccc.edu/event/info-session-apprenticeship-pathway-boma-commercial-real-estate-2/,2025-10-21 07:37:00,"Join BOMA Chicago for an information session on the upcoming Continuing Education (CE) Course in Commercial Real Estate Property Management. Learn the fundamentals of the industry and explore how the BOMA Chicago Apprenticeship Program can help you launch your career.

📅 Four sessions are available — please register for only one.

We look forward to seeing you there!

Questions? Email valvarez81@ccc.edu.","chicago apprenticeship, continuing education, join boma, explore boma, apprenticeship program",0.7574,Positive,colleges,https://colleges.ccc.edu/event/info-session-apprenticeship-pathway-boma-commercial-real-estate-2/,False,Relevant Article,2,1,1,0,0,0,0
1,3,54,Bitmine Acquires $1.5B In ETH As Tom Lee Maintains Bullish Outlook - Menafn.com,https://menafn.com/1110215789/Bitmine-Acquires-15B-In-ETH-As-Tom-Lee-Maintains-Bullish-Outlook,2025-10-21 07:32:00,"

BitMine Immersion Technologies has acquired nearly $1.5 billion worth of Ether in just a few days following a record crypto market liquidation.

The company now holds over 3 million ETH, representing 2.5% of the total supply, with ambitions to reach 5% - a significant accumulation since July when ETH was around $2,500.

Crypto analyst Tom Lee remains bullish on Ethereum, suggesting it could surpass Bitcoin and compete with traditional assets like gold.

Despite aggressive buying, confidence in","crypto market, crypto markets, cryptocurrency landscape, bullish ethereum, cryptocurrency",0.5778,Positive,menafn,https://menafn.com/1110215789/Bitmine-Acquires-15B-In-ETH-As-Tom-Lee-Maintains-Bullish-Outlook,False,Relevant Article,1,0,1,0,0,0,0
1,3,30,"Fundstrat’s Tom Lee Says Treasury Hype Fades, But Backs $1.5B Ether Buy - Yahoo Finance",https://finance.yahoo.com/news/fundstrat-tom-lee-says-treasury-102600738.html,2025-10-21 07:32:00,"Fundstrat’s Tom Lee believes the recent excitement around digital asset treasuries (DATs) is cooling, but his confidence in Ethereum remains firm.

Key Takeaways:

Fundstrat’s Tom Lee remains bullish on Ethereum, purchasing $1.5 billion worth of ETH.

BitMine Immersion Technologies mirrored the move, buying 379,000 ETH worth $1.5 billion.

Lee warned that many DATs are now trading below their net asset value, signaling a possible bubble burst.

The veteran strategist revealed that he purchased $","eth worth, worth eth, billion worth, million eth, worth ether",0.9714,Positive,yahoo,https://finance.yahoo.com/news/fundstrat-tom-lee-says-treasury-102600738.html,False,Relevant Article,1,0,1,0,0,0,0
1,2,54,BJP slams Congress over Jairam Ramesh targeting government on foreign firms 'acquiring' Indian banks - Deccan Herald,https://www.deccanherald.com/india/bjp-slams-congress-over-jairam-ramesh-targeting-government-on-foreign-firms-acquiring-indian-banks-3769729,2025-10-21 07:29:00,"It’s a bit rich to hear lectures on “banking prudence” from the very man whose party scripted the collapse of India’s banking system.



Under the UPA, Indian banks were reduced to political playthings — phone-a-bank cronyism flourished, bad loans exploded, scams multiplied, and… https://t.co/tHXlMxBPcj","india banking, banking prudence, indian banks, bank cronyism, banking upa",-0.6041,Negative,deccanherald,https://www.deccanherald.com/india/bjp-slams-congress-over-jairam-ramesh-targeting-government-on-foreign-firms-acquiring-indian-banks-3769729,False,Relevant Article,1,0,1,0,0,0,0
1,2,39,Decades of fiscal mismanagement push Pakistan toward economic collapse - Tribune India,https://www.tribuneindia.com/news/world/decades-of-fiscal-mismanagement-push-pakistan-toward-economic-collapse/,2025-10-21 07:29:00,"Karachi [Pakistan], October 17 (ANI): Pakistan's fragile economy faces deep-rooted structural challenges that threaten long-term stability, warned the State Bank of Pakistan (SBP) in its Annual Report on the State of the Economy 2024-25.

Advertisement

The report highlights how persistent fiscal deficits, dwindling domestic savings, weak productivity, and repeated climate disasters have locked the country in a cycle of stagnation and dependency, as reported by The Express Tribune.

Advertisemen","savings pakistan, gdp pakistan, pakistan growth, pakistan debt, pakistan sbp",-0.9201,Negative,tribuneindia,https://www.tribuneindia.com/news/world/decades-of-fiscal-mismanagement-push-pakistan-toward-economic-collapse/,False,Relevant Article,1,0,1,0,0,0,0
